namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_uri,is_required,is_repeatable,term_created,term_modified,class_name,compound_name,namespace_iri,term_iri,term_ns_name,term_version_iri,datatype,label_fr,definition_fr,usage_fr,notes_fr
schema:,givenName,Given Name,"Given name. In the U.S., the first name of a Person.",,,"`Beth`, `John`, `María José`, `Björn`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.givenName,https://schema.org/,https://schema.org/givenName,schema:givenName,http://rs.tdwg.org/ltc/terms/givenName-2024-02-28,string,Prénom,"Prénom. Aux États-Unis, le premier prénom d'une personne.",,
dwc:,group,Group,The full name of the lithostratigraphic group from which the cataloged item was collected.,The full name of the lithostratigraphic group from which the objects in the collection originated.,Recommended vocabulary: https://ngmdb.usgs.gov/Geolex/search,"`Bathurst`, `Wealden`, `Elk Mound`, `Supai`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext,False,False,2024-02-28,2024-02-28,GeologicalContext,GeologicalContext.group,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/group,dwc:group,http://rs.tdwg.org/ltc/terms/group-2024-02-28,string,Groupe,Le nom complet du groupe lithostratigraphique à partir duquel l’objet catalogué a été collecté.,Le nom complet du groupe lithostratigraphique à partir duquel les objets de la collection ont collectés.,Vocabulaire recommandé : https://ngmdb.usgs.gov/Geolex/search
ltc:,habitat,Habitat,A description of the type of environment in which an organism lives.,,,"`oak savanna`, `pre-cordilleran steppe`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext,False,False,2024-02-28,2024-02-28,EcologicalContext,EcologicalContext.habitat,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/habitat,ltc:habitat,http://rs.tdwg.org/ltc/terms/habitat-2024-02-28,string,Habitat,Une description du type d'environnement dans lequel vit un organisme.,,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/StorageLocation,False,False,2024-02-28,2024-02-28,StorageLocation,StorageLocation.hasAddress,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasAddress,ltc:hasAddress,http://rs.tdwg.org/ltc/terms/hasAddress-2024-02-28,array<ltc:Address>,A pour Adresse,Cette propriété fait référence à une ou plusieurs instances associées de la classe Adress.,,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.hasAddress,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasAddress,ltc:hasAddress,http://rs.tdwg.org/ltc/terms/hasAddress-2024-02-28,array<ltc:Address>,A pour Adresse,Cette propriété fait référence à une ou plusieurs instances associées de la classe Adress.,,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/PersonRole,False,False,2024-02-28,2024-02-28,PersonRole,PersonRole.hasAddress,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasAddress,ltc:hasAddress,http://rs.tdwg.org/ltc/terms/hasAddress-2024-02-28,array<ltc:Address>,A pour Adresse,Cette propriété fait référence à une ou plusieurs instances associées de la classe Adress.,,
ltc:,hasAddress,Has Address,This property refers to one or more related instances of the Address class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,False,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.hasAddress,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasAddress,ltc:hasAddress,http://rs.tdwg.org/ltc/terms/hasAddress-2024-02-28,array<ltc:Address>,A pour Adresse,Cette propriété fait référence à une ou plusieurs instances associées de la classe Adress.,,
ltc:,hasChronometricAge,Has Chronometric Age,This property refers to one or more related instances of the ChronometricAge class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasChronometricAge,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasChronometricAge,ltc:hasChronometricAge,http://rs.tdwg.org/ltc/terms/hasChronometricAge-2024-02-28,array<ltc:ChronometricAge>,A pour Âge Chronométrique,Cette propriété fait référence à une ou plusieurs instances associées de la classe ChronometricAge.,,
ltc:,hasCollectionStatusHistory,Has Collection Status History,This property refers to one or more related instances of the CollectionStatusHistory class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasCollectionStatusHistory,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasCollectionStatusHistory,ltc:hasCollectionStatusHistory,http://rs.tdwg.org/ltc/terms/hasCollectionStatusHistory-2024-02-28,array<ltc:CollectionStatusHistory>,A pour Historique des Statuts de Collection,Cette propriété fait référence à une ou plusieurs instances associées de la classe CollectionStatusHistory.,,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/OrganisationalUnit,False,False,2024-02-28,2024-02-28,OrganisationalUnit,OrganisationalUnit.hasContactDetail,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasContactDetail,ltc:hasContactDetail,http://rs.tdwg.org/ltc/terms/hasContactDetail-2024-02-28,array<ltc:ContactDetail>,A pour Coordonnées,Cette propriété fait référence à une ou plusieurs instances associées de la classe ContactDetail.,,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/PersonRole,False,False,2024-02-28,2024-02-28,PersonRole,PersonRole.hasContactDetail,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasContactDetail,ltc:hasContactDetail,http://rs.tdwg.org/ltc/terms/hasContactDetail-2024-02-28,array<ltc:ContactDetail>,A pour Coordonnées,Cette propriété fait référence à une ou plusieurs instances associées de la classe ContactDetail.,,
ltc:,hasContactDetail,Has Contact Detail,This property refers to one or more related instances of the ContactDetail class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,False,False,2024-02-28,2024-02-28,Person,Person.hasContactDetail,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasContactDetail,ltc:hasContactDetail,http://rs.tdwg.org/ltc/terms/hasContactDetail-2024-02-28,array<ltc:ContactDetail>,A pour Coordonnées,Cette propriété fait référence à une ou plusieurs instances associées de la classe ContactDetail.,,
ltc:,hasEcologicalContext,Has Ecological Context,This property refers to one or more related instances of the EcologicalContext class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasEcologicalContext,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasEcologicalContext,ltc:hasEcologicalContext,http://rs.tdwg.org/ltc/terms/hasEcologicalContext-2024-02-28,array<ltc:EcologicalContext>,A pour Contexte Écologique,Cette propriété fait référence à une ou plusieurs instances associées de la classe EcologicalContext.,,
ltc:,hasEcologicalContext,Has Ecological Context,This property refers to one or more related instances of the EcologicalContext class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,False,2024-02-28,2024-02-28,Event,Event.hasEcologicalContext,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasEcologicalContext,ltc:hasEcologicalContext,http://rs.tdwg.org/ltc/terms/hasEcologicalContext-2024-02-28,array<ltc:EcologicalContext>,A pour Contexte Écologique,Cette propriété fait référence à une ou plusieurs instances associées de la classe EcologicalContext.,,
ltc:,hasEvent,Has Event,This property refers to one or more related instances of the Event class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasEvent,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasEvent,ltc:hasEvent,http://rs.tdwg.org/ltc/terms/hasEvent-2024-02-28,array<ltc:Event>,A pour Événement,Cette propriété fait référence à une ou plusieurs instances associées de la classe Event.,,
ltc:,hasGeographicContext,Has Geographic Context,This property refers to one or more related instances of the GeographicContext class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasGeographicContext,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasGeographicContext,ltc:hasGeographicContext,http://rs.tdwg.org/ltc/terms/hasGeographicContext-2024-02-28,array<ltc:GeographicContext>,A pour Contexte Géographique,Cette propriété fait référence à une ou plusieurs instances associées de la classe GeographicContext.,,
ltc:,hasGeographicContext,Has Geographic Context,This property refers to one or more related instances of the GeographicContext class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Event,False,False,2024-02-28,2024-02-28,Event,Event.hasGeographicContext,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasGeographicContext,ltc:hasGeographicContext,http://rs.tdwg.org/ltc/terms/hasGeographicContext-2024-02-28,array<ltc:GeographicContext>,A pour Contexte Géographique,Cette propriété fait référence à une ou plusieurs instances associées de la classe GeographicContext.,,
ltc:,hasGeologicalContext,Has Geological Context,This property refers to one or more related instances of the GeologicalContext class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ObjectGroup,False,False,2024-02-28,2024-02-28,ObjectGroup,ObjectGroup.hasGeologicalContext,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasGeologicalContext,ltc:hasGeologicalContext,http://rs.tdwg.org/ltc/terms/hasGeologicalContext-2024-02-28,array<ltc:GeologicalContext>,A pour Contexte Géologique,Cette propriété fait référence à une ou plusieurs instances associées de la classe GeologicalContext.,,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/MeasurementOrFact,False,False,2024-02-28,2024-02-28,MeasurementOrFact,MeasurementOrFact.hasIdentifier,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier-2024-02-28,array<ltc:Identifier>,A pour Identifiant,"Cette propriété fait référence à une ou plusieurs instances associées de la classe Identifier. Chaque classe RecordLevel doit contenir au moins un Identifier, de préférence un PID. ",,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/MeasurementOrFact,False,False,2024-02-28,2024-02-28,MeasurementOrFact,MeasurementOrFact.hasIdentifier,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier-2024-02-28,array<ltc:Identifier>,A pour Identifiant,Cette propriété fait référence à une ou plusieurs instances associées de la classe Identifier.,,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/StorageLocation,False,False,2024-02-28,2024-02-28,StorageLocation,StorageLocation.hasIdentifier,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier-2024-02-28,array<ltc:Identifier>,A pour Identifiant,"Cette propriété fait référence à une ou plusieurs instances associées de la classe Identifier. Chaque classe RecordLevel doit contenir au moins un Identifier, de préférence un PID. ",,
ltc:,hasIdentifier,Has Identifier,This property refers to one or more related instances of the Identifier class.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/StorageLocation,False,False,2024-02-28,2024-02-28,StorageLocation,StorageLocation.hasIdentifier,http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier,ltc:hasIdentifier,http://rs.tdwg.org/ltc/terms/hasIdentifier-2024-02-28,array<ltc:Identifier>,A pour Identifiant,Cette propriété fait référence à une ou plusieurs instances associées de la classe Identifier.,,
